
---------- Begin Simulation Statistics ----------
simSeconds                                   0.028902                       # Number of seconds simulated (Second)
simTicks                                  28901758000                       # Number of ticks simulated (Tick)
finalTick                                 28901758000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     90.51                       # Real time elapsed on the host (Second)
hostTickRate                                319326269                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     671688                       # Number of bytes of host memory used (Byte)
simInsts                                     42774967                       # Number of instructions simulated (Count)
simOps                                       47115337                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   472607                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     520562                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         57803517                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        50449083                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     4237                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       50840813                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  26446                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              3337982                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           2588536                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  66                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            56096754                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.906306                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.596912                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  36592353     65.23%     65.23% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   6447933     11.49%     76.73% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   5116342      9.12%     85.85% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   2992294      5.33%     91.18% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   2146114      3.83%     95.01% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1171207      2.09%     97.09% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    917749      1.64%     98.73% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    465767      0.83%     99.56% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    246995      0.44%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              56096754                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  370954     42.04%     42.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  81428      9.23%     51.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     51.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     51.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     51.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     51.27% # attempts to use FU when none available (Count)
