128 128 410
6 54 19.606366
16 46 36.651259
81 103 18.033474
119 64 73.798529
20 23 70.264663
104 112 3.330460
93 47 4.914853
77 11 3.799850
70 54 1.789379
85 114 87.306026
49 44 4.553383
0 2 89.596373
119 29 4.650762
27 88 60.653703
121 24 58.307010
117 4 63.358545
27 83 10.141426
57 40 76.086569
66 86 64.741734
104 42 33.672283
78 113 23.682041
4 77 56.227272
115 104 97.291884
3 99 88.183824
28 60 54.334798
118 69 70.501327
5 58 14.584343
4 74 57.846515
110 55 72.780471
79 103 89.438223
10 8 13.091447
55 59 13.584656
117 86 32.080141
47 24 18.651878
111 52 19.334161
98 35 53.757634
96 9 93.787528
71 84 15.910938
111 21 3.299587
81 118 61.834486
55 83 60.172723
4 89 97.207365
11 72 41.565621
27 104 93.565391
97 120 59.700823
95 51 55.629350
117 102 78.110236
4 91 96.001131
21 9 5.899550
81 28 83.450634
45 48 73.985117
124 49 49.763532
0 118 34.789853
75 127 38.567843
41 5 39.020978
84 59 27.738447
41 104 12.975754
64 115 31.241687
63 126 74.042761
94 126 23.869943
81 62 68.183730
25 70 45.042080
105 125 99.214168
65 81 5.497022
10 91 88.525368
88 64 76.596636
11 86 80.612376
34 40 25.119011
30 70 90.839961
15 111 54.226647
47 121 29.565275
57 23 37.394259
60 87 23.172486
53 123 36.347241
68 110 89.585744
89 47 3.767723
88 105 55.541800
106 64 77.485848
82 74 26.140862
26 52 26.592078
5 40 93.045232
1 110 99.076002
37 33 96.777864
77 45 19.667979
113 15 86.280214
42 61 24.000461
22 15 52.575701
51 4 81.634440
60 65 29.911483
112 22 40.395009
18 85 48.690628
37 76 84.902135
46 74 83.999998
12 63 64.154021
125 3 63.223941
91 115 96.301239
27 105 59.878250
15 26 78.222367
33 120 9.990145
0 80 82.092136
95 72 14.796078
82 36 77.623936
95 71 15.084250
18 57 21.362986
39 77 36.336528
82 63 61.739309
77 2 38.935302
43 105 76.440638
43 76 83.646307
53 21 14.182448
107 70 17.780524
106 53 86.970531
37 53 10.252238
96 115 69.743428
70 0 24.533695
36 76 98.816233
24 47 5.065939
98 90 78.129929
45 82 41.354943
33 122 41.708139
83 66 84.078709
7 72 85.555760
57 46 6.759892
46 95 89.674662
45 70 15.369492
72 56 71.932778
55 114 12.418719
69 108 69.358136
61 1 17.402480
104 24 36.370998
78 93 24.589168
90 81 11.604503
102 30 30.267506
116 66 76.092070
7 17 63.173389
24 21 87.447376
80 27 98.981136
61 2 73.841134
41 54 4.213453
68 83 73.603950
115 76 96.506939
59 125 47.313534
14 106 40.662167
115 39 91.610947
49 99 24.719524
109 77 73.760599
106 100 6.325072
115 38 77.991726
84 2 11.526079
10 52 43.494769
46 7 0.775713
8 31 77.847384
110 5 86.284573
22 5 35.232061
120 83 52.705812
44 115 10.512214
20 122 71.099196
34 88 70.579658
51 127 8.005790
94 96 19.435606
64 4 64.279786
15 18 65.201751
20 78 43.504926
2 124 15.665155
23 39 94.687810
57 72 95.770897
0 111 94.144583
23 123 63.341936
82 73 91.771479
48 96 49.797120
71 122 13.758795
31 34 92.584621
100 51 51.602631
58 116 92.606183
101 126 94.966057
8 2 87.621878
35 47 53.924013
103 106 68.705524
105 73 1.855808
75 30 63.365361
115 116 18.953534
95 39 97.361837
4 84 2.882515
125 56 63.980886
69 73 9.593512
87 58 92.643542
89 69 66.960903
92 35 10.887814
62 4 57.923465
52 50 49.206071
111 57 36.342148
51 10 66.804423
23 95 27.321270
90 106 80.309867
61 39 25.054232
90 2 45.062403
57 110 64.144073
122 123 39.464524
127 89 6.526581
51 83 0.734640
13 66 25.946399
55 14 93.802830
46 93 47.339136
34 126 52.921637
19 118 7.226179
122 28 96.046885
17 18 20.878172
117 91 53.873870
60 96 93.496739
119 21 46.958129
29 117 35.775066
106 59 70.215110
56 93 66.562510
60 47 8.037298
85 22 76.341155
104 94 45.699022
21 56 97.521619
48 84 71.216462
44 33 77.742627
116 102 20.292287
122 11 52.252602
102 9 61.240297
38 11 76.938556
27 10 20.477582
46 5 5.865463
17 84 27.152317
8 26 99.959860
95 123 64.768048
79 23 28.867941
58 95 9.382693
106 19 63.683250
37 40 17.672032
40 110 41.398527
64 77 67.289451
72 107 53.567656
99 85 46.842745
30 66 62.209343
79 112 99.078515
106 12 16.815409
4 66 12.013220
92 39 39.117955
123 5 30.274298
124 89 20.490512
22 30 3.364827
127 14 74.254361
86 21 25.454793
96 36 48.704371
31 78 52.547437
95 89 88.932428
110 92 59.405572
72 63 11.958207
12 12 59.850962
79 19 53.820118
87 66 10.461259
35 86 88.752580
39 40 0.150427
50 115 34.100064
48 73 45.356102
52 17 45.363150
89 55 36.137921
114 88 50.255864
1 37 75.941591
120 76 34.168014
103 6 40.877482
19 37 5.483979
102 92 71.727812
65 76 59.151623
11 22 1.239871
84 56 37.199299
62 85 86.073557
24 36 21.055859
40 19 63.869770
53 62 89.167532
114 42 22.971722
97 1 74.347678
36 94 88.564037
14 39 91.566154
119 112 64.908779
82 11 64.807283
70 39 82.838288
118 63 30.140372
51 46 25.028634
67 29 40.879301
1 11 90.777100
114 16 13.407299
100 41 78.705581
66 16 9.804202
30 12 65.743998
79 46 98.019557
15 75 83.512102
51 112 59.986191
76 103 85.948126
63 97 95.132016
69 97 71.321514
109 85 57.801124
8 68 9.951011
90 28 56.336928
89 8 47.788079
90 57 69.083568
56 65 16.467271
108 9 18.578970
61 37 43.402311
74 86 71.970363
94 62 59.880155
95 52 5.871438
117 53 80.321755
3 126 92.020052
117 42 10.632813
48 3 87.539156
82 81 7.583404
2 122 98.567764
104 63 92.730586
76 37 55.217087
112 11 28.236500
27 28 89.137506
42 121 93.089287
52 29 95.463762
112 113 0.700545
86 87 38.604245
23 110 70.418306
34 103 20.627857
100 87 18.798360
84 116 30.289347
87 2 59.993541
51 100 18.022033
43 122 86.311835
62 120 56.605077
112 118 85.352979
48 70 22.863106
122 5 55.045957
5 94 48.934745
5 13 37.242235
74 125 80.228123
1 58 42.132074
2 109 5.937868
119 124 84.274170
3 123 72.312850
41 86 34.283517
111 72 48.941355
47 126 62.750698
4 92 18.587371
75 112 65.050067
77 8 76.053241
71 10 78.191143
21 6 96.903374
10 3 96.626255
100 6 69.615481
69 62 76.958209
78 52 7.910471
65 18 5.773227
85 6 46.697761
94 51 40.812013
19 61 21.209726
6 51 12.767550
39 51 25.930300
38 109 1.350175
28 29 17.877249
83 112 77.553020
21 31 62.201759
26 27 90.757558
72 104 6.206450
33 119 35.006989
56 25 57.916605
47 25 23.793072
43 109 93.897177
80 17 80.237660
127 35 56.368421
121 123 81.933383
0 5 30.416503
8 56 42.076143
125 63 34.719337
34 30 19.746833
14 25 65.439578
9 69 26.374547
70 48 56.511117
125 9 81.286324
119 83 7.480457
80 4 18.146467
116 122 99.984710
18 115 75.214993
10 40 53.421614
8 4 51.642360
72 53 55.599464
127 11 67.474768
37 100 8.325746
123 42 45.950201
107 5 74.649079
88 49 47.141436
113 93 71.904334
29 87 86.355836
69 56 65.451233
