128 128 410
65 11 52.441205
7 36 19.594374
36 118 34.750845
14 20 87.659084
106 50 79.576972
72 84 68.867180
42 44 20.130089
6 97 59.026434
100 42 57.168513
101 10 1.611973
62 5 19.853868
106 14 59.030235
49 70 27.267510
91 91 76.409670
100 74 25.049503
53 6 34.935230
59 95 98.696703
99 57 98.257327
10 58 13.088435
113 68 41.911298
86 108 46.631673
78 24 67.060078
14 7 67.540119
6 43 31.158096
61 69 15.698213
44 107 4.306798
31 46 75.424757
83 52 43.786032
73 65 31.652124
89 112 44.536401
104 20 47.989220
37 63 39.496667
34 35 20.830336
83 109 72.239474
87 36 81.751418
84 60 37.801907
110 42 41.887506
122 50 30.475605
23 56 67.304477
74 84 73.863381
109 104 41.091438
18 99 29.072757
4 24 36.259919
34 104 26.311153
122 35 33.795921
122 2 46.308244
40 2 10.618398
68 80 34.910361
103 93 23.603849
67 104 79.382478
114 36 78.678099
109 47 68.029078
73 116 93.477970
38 46 59.208418
111 25 66.636919
108 5 64.263071
47 24 92.760806
91 122 26.268253
59 10 11.705959
1 117 59.861685
9 16 13.980384
5 45 60.051471
113 88 89.717490
26 63 25.454905
60 90 16.203285
42 66 80.314408
13 124 37.080417
118 72 7.225212
74 38 26.329552
76 41 12.635736
14 18 79.911601
81 52 73.559677
121 30 19.224038
38 104 84.608123
115 33 6.355048
98 46 46.445973
111 55 85.582186
87 124 90.402698
124 69 84.313241
91 63 11.128935
114 117 12.315256
18 20 16.863281
69 92 15.584771
120 117 9.246587
126 42 29.356987
71 119 30.856844
9 127 37.438983
16 19 92.116334
27 29 50.513457
80 104 97.325376
39 37 1.991957
108 55 77.967605
21 38 77.988404
93 35 91.450206
83 32 72.861642
10 47 29.131040
88 22 1.421295
115 50 67.884005
126 67 98.223055
43 21 12.888664
65 21 68.881445
53 125 19.800449
25 96 58.536524
24 10 58.452031
69 98 37.406891
59 55 83.893751
105 41 51.682271
123 51 18.335915
68 28 35.624478
11 74 53.674624
35 81 30.468760
57 38 70.060149
103 102 45.355083
103 35 39.320403
53 123 54.798120
96 69 27.574430
14 80 94.730660
93 34 82.713550
34 23 35.454330
118 49 7.743164
0 37 63.358079
24 118 98.573639
16 79 16.829691
98 97 52.068928
104 57 69.548852
34 114 65.470795
90 120 14.065455
37 14 1.172762
120 57 99.962424
31 107 31.662268
111 8 29.645246
2 124 40.604687
103 125 75.970873
44 62 52.897804
108 108 0.835010
84 38 58.055456
117 73 3.243533
86 13 8.287686
50 19 62.117042
111 1 86.572880
68 102 23.975450
55 3 72.159662
73 0 13.466320
2 11 93.556140
53 16 73.751318
35 102 57.517166
81 43 51.544269
121 5 56.917875
79 111 49.558117
12 40 53.384115
87 43 91.408968
41 108 66.595544
33 57 69.564111
82 87 80.530590
7 110 98.146327
24 103 61.281272
73 8 28.402078
57 11 4.410171
15 50 69.289807
17 56 60.271914
116 106 18.383664
118 5 33.842692
117 15 68.699283
55 113 80.587010
92 15 84.529595
44 55 29.246859
29 75 99.717017
24 59 87.033862
61 85 99.238672
106 90 53.395079
21 109 31.074671
96 50 86.535478
115 60 82.488888
38 115 54.696291
20 37 95.608604
50 124 86.623493
115 115 22.961349
54 55 27.973080
123 42 77.912807
50 5 0.477621
96 20 53.183915
26 95 92.463623
104 71 20.215699
48 103 32.057782
97 70 80.066721
29 122 82.107257
112 72 67.235418
42 76 53.232874
68 51 54.055139
46 115 90.728589
42 104 2.319591
3 26 65.906301
120 27 97.639401
126 74 45.554355
120 79 86.182533
115 66 94.488981
11 40 37.096381
49 61 32.060489
96 1 74.687896
102 27 37.317835
92 72 70.497351
62 9 17.004620
9 100 37.634813
53 91 89.030116
125 84 60.844246
54 100 65.321398
73 60 65.226997
8 80 81.608009
85 87 2.719305
8 116 80.806662
64 106 69.229554
1 3 22.912279
76 43 54.118713
74 1 60.875893
25 20 54.146181
126 57 95.383461
69 85 37.268511
119 76 10.747833
14 15 32.463046
68 103 77.203749
102 113 57.231347
35 42 38.588604
65 2 4.554397
9 4 73.496207
124 99 50.992683
77 54 45.843646
55 34 2.726372
98 91 28.743428
7 117 35.168949
75 78 30.443193
10 14 88.887482
74 74 30.833156
108 42 88.094123
78 33 86.552204
56 66 13.303679
124 45 72.245235
32 11 37.586922
119 45 98.015290
5 109 70.117804
27 90 93.311139
22 0 89.927712
4 59 53.472599
114 68 82.158190
118 18 34.152919
52 23 46.168509
30 40 87.426914
45 75 73.171696
6 91 89.481259
40 32 81.117986
90 11 87.064227
98 48 72.203673
62 125 79.298880
47 88 47.001661
89 12 61.534315
120 46 94.569133
102 0 48.404545
44 115 95.273873
68 2 14.988018
71 64 29.604530
36 73 63.921783
53 49 11.705999
124 38 39.876369
79 54 98.578657
85 65 4.375838
24 89 65.936765
120 76 42.130455
119 110 66.821366
26 74 90.325262
70 62 61.661465
54 6 66.017032
23 32 67.420157
4 49 30.410465
31 117 25.451226
62 13 5.489921
94 125 61.399936
42 102 93.850814
5 43 86.418135
9 110 55.482502
27 51 38.804508
31 89 61.531850
2 38 65.590862
124 25 91.233561
56 64 3.629403
117 109 4.452268
112 95 53.032194
70 2 70.556125
62 21 87.153830
59 6 85.268138
29 9 66.832935
121 78 6.748177
107 104 31.165560
17 124 2.665649
12 59 30.161309
33 121 18.581845
28 9 86.038929
20 8 73.824329
114 27 20.629193
115 11 17.652611
53 19 76.638133
41 3 6.623422
116 27 29.693437
117 104 53.681864
50 1 86.275008
56 42 45.661014
10 122 71.030758
48 28 52.632681
26 55 30.474880
79 44 49.526861
106 3 51.609263
6 124 11.462604
64 67 77.071911
71 18 39.342830
27 91 90.694730
96 40 4.900864
120 32 19.654625
52 69 1.199883
89 69 42.679247
20 122 52.771893
37 48 83.264683
76 57 52.694307
66 50 37.777301
90 102 51.234584
26 34 49.888853
37 76 37.201962
102 110 70.103329
112 87 13.303025
39 41 62.613460
10 79 83.158475
17 111 65.029494
79 38 37.076090
107 110 26.929923
88 101 13.063514
22 113 2.631913
41 20 96.754078
27 79 53.224886
77 46 56.143322
110 96 55.740886
59 113 67.444624
49 41 78.324038
42 116 22.768484
82 115 83.233149
116 100 34.577754
43 44 12.203964
26 42 49.269565
78 0 43.174004
35 40 12.799402
26 104 32.245862
127 52 52.454315
96 91 4.367038
126 103 61.220195
85 45 21.754774
91 26 29.398611
114 53 38.188787
123 15 45.629510
97 66 70.365377
98 32 96.173205
13 19 51.354296
48 10 25.178225
42 42 14.036612
21 67 2.838704
117 20 97.915190
98 9 30.828929
94 87 23.348031
99 122 25.481525
47 59 48.169089
6 69 20.674717
64 78 84.949645
29 26 80.220767
7 34 98.243341
82 75 17.150449
50 66 12.372759
85 18 61.498663
94 17 36.794981
108 33 65.025365
41 104 59.168446
100 81 25.284859
22 111 36.267186
9 119 50.097026
50 13 13.234377
66 116 63.124705
88 42 80.062662
21 24 20.482808
125 99 99.381214
97 47 49.254041
20 12 71.869585
28 100 19.331179
119 27 74.711228
100 9 49.698008
124 16 82.528229
6 98 87.951601
54 122 97.498271
63 53 77.265598
71 41 62.061237
111 84 40.452200
76 121 80.859222
43 43 95.517862
20 32 92.044939
42 33 46.516769
27 105 1.850490
37 34 11.013429
125 31 92.901376
91 60 61.765501
6 116 58.356809
4 15 96.594835
62 2 41.999148
33 122 15.667446
103 13 83.474301
3 75 40.093883
75 23 2.417893
51 77 99.913170
