
---------- Begin Simulation Statistics ----------
simSeconds                                   0.065185                       # Number of seconds simulated (Second)
simTicks                                  65184716500                       # Number of ticks simulated (Tick)
finalTick                                 65184716500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    493.42                       # Real time elapsed on the host (Second)
hostTickRate                                132109066                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     681508                       # Number of bytes of host memory used (Byte)
simInsts                                    311651592                       # Number of instructions simulated (Count)
simOps                                      323651248                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   631620                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     655940                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        130369434                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       335243186                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   196984                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      334338380                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 316988                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11788921                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           8519927                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 167                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           127719758                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.617750                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.935694                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  26560938     20.80%     20.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   7853366      6.15%     26.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  28852298     22.59%     49.54% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  26910046     21.07%     70.61% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  18008927     14.10%     84.71% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   5058348      3.96%     88.67% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  11759419      9.21%     97.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   1565010      1.23%     99.10% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   1151406      0.90%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             127719758                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  452619     14.92%     14.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 248625      8.20%     23.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     23.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     23.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     23.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     23.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     23.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     23.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     23.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                    0      0.00%     23.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     23.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      0      0.00%     23.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc                   0      0.00%     23.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                      1      0.00%     23.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                      6      0.00%     23.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      0      0.00%     23.12% # attempts to use FU when none available (Count)
