
---------- Begin Simulation Statistics ----------
simSeconds                                   0.032392                       # Number of seconds simulated (Second)
simTicks                                  32392147500                       # Number of ticks simulated (Tick)
finalTick                                 32392147500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    298.86                       # Real time elapsed on the host (Second)
hostTickRate                                108386014                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     681508                       # Number of bytes of host memory used (Byte)
simInsts                                    136154150                       # Number of instructions simulated (Count)
simOps                                      146365016                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   455580                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     489746                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         64784296                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       155105334                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   196992                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      154670607                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 283672                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              8937309                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           6723190                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 178                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            62933023                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.457702                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.079432                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  15900798     25.27%     25.27% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   6661118     10.58%     35.85% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  11557027     18.36%     54.21% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  10928029     17.36%     71.58% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   7704180     12.24%     83.82% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   3233615      5.14%     88.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   4557076      7.24%     96.20% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   1345343      2.14%     98.34% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                   1045837      1.66%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              62933023                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  390526     13.97%     13.97% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 194033      6.94%     20.90% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     20.90% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     20.90% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     20.90% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     20.90% # attempts to use FU when none available (Count)
