
---------- Begin Simulation Statistics ----------
simSeconds                                   0.003443                       # Number of seconds simulated (Second)
simTicks                                   3443131500                       # Number of ticks simulated (Tick)
finalTick                                  3443131500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     11.46                       # Real time elapsed on the host (Second)
hostTickRate                                300543532                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     670924                       # Number of bytes of host memory used (Byte)
simInsts                                      4846742                       # Number of instructions simulated (Count)
simOps                                        5375320                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   423060                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     469198                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          6886264                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         6275663                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     2183                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        6104588                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   6236                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               902525                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            630935                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  76                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             6846794                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.891598                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.697471                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   4792808     70.00%     70.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    561324      8.20%     78.20% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    449999      6.57%     84.77% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    324186      4.73%     89.51% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    325378      4.75%     94.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    147494      2.15%     96.41% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    138421      2.02%     98.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     56272      0.82%     99.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     50912      0.74%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               6846794                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   34243     19.25%     19.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     19.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     19.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     19.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     19.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     19.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     19.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     19.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     19.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                    0      0.00%     19.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     19.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      0      0.00%     19.25% # attempts to use FU when none available (Count)
