
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001396                       # Number of seconds simulated (Second)
simTicks                                   1395877500                       # Number of ticks simulated (Tick)
finalTick                                  1395877500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      9.03                       # Real time elapsed on the host (Second)
hostTickRate                                154554726                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     670924                       # Number of bytes of host memory used (Byte)
simInsts                                      4846742                       # Number of instructions simulated (Count)
simOps                                        5375320                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   536640                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     595164                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          2791756                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         6286703                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     2147                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        5941667                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   5794                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               913529                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            645231                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  40                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             2751151                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.159702                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.158270                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                    927686     33.72%     33.72% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                    353928     12.86%     46.58% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    402120     14.62%     61.20% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    323860     11.77%     72.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    322435     11.72%     84.69% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    186088      6.76%     91.46% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    122476      4.45%     95.91% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     43581      1.58%     97.49% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     68977      2.51%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total               2751151                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   16572     10.86%     10.86% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     10.86% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     10.86% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     10.86% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     10.86% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     10.86% # attempts to use FU when none available (Count)
