
---------- Begin Simulation Statistics ----------
simSeconds                                   0.024012                       # Number of seconds simulated (Second)
simTicks                                  24012300000                       # Number of ticks simulated (Tick)
finalTick                                 24012300000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     79.64                       # Real time elapsed on the host (Second)
hostTickRate                                301497364                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     672456                       # Number of bytes of host memory used (Byte)
simInsts                                     46326279                       # Number of instructions simulated (Count)
simOps                                       50666649                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   581670                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     636168                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         48024603                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        54073078                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     4227                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       53824257                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  55890                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              3410655                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           2984094                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  56                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            47152866                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.141484                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.838429                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  29101718     61.72%     61.72% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   4814117     10.21%     71.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   3994539      8.47%     80.40% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   3022345      6.41%     86.81% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   2419816      5.13%     91.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1762544      3.74%     95.68% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1109632      2.35%     98.03% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    620989      1.32%     99.35% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    307166      0.65%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              47152866                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  395868     40.34%     40.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  81417      8.30%     48.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     48.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     48.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     48.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     48.64% # attempts to use FU when none available (Count)
