
---------- Begin Simulation Statistics ----------
simSeconds                                   0.009670                       # Number of seconds simulated (Second)
simTicks                                   9670004000                       # Number of ticks simulated (Tick)
finalTick                                  9670004000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     48.78                       # Real time elapsed on the host (Second)
hostTickRate                                198228463                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     641040                       # Number of bytes of host memory used (Byte)
simInsts                                     39561848                       # Number of instructions simulated (Count)
simOps                                       39561863                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   810990                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     810990                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         19340009                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        42870078                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    33319                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       42056231                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  62686                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              3341533                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1578307                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                4571                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            18443069                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.280327                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.164302                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   5289792     28.68%     28.68% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   3040844     16.49%     45.17% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   2637677     14.30%     59.47% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   2423866     13.14%     72.61% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   1907054     10.34%     82.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1338514      7.26%     90.21% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    897135      4.86%     95.08% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    500657      2.71%     97.79% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    407530      2.21%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              18443069                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  224427     17.26%     17.26% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  81490      6.27%     23.53% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                    1477      0.11%     23.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                   661      0.05%     23.69% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                   694      0.05%     23.75% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     23.75% # attempts to use FU when none available (Count)
