
---------- Begin Simulation Statistics ----------
simSeconds                                   0.010424                       # Number of seconds simulated (Second)
simTicks                                  10423504000                       # Number of ticks simulated (Tick)
finalTick                                 10423504000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    123.69                       # Real time elapsed on the host (Second)
hostTickRate                                 84268660                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     666936                       # Number of bytes of host memory used (Byte)
simInsts                                     34932178                       # Number of instructions simulated (Count)
simOps                                       69036779                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   282408                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     558126                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         20847009                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        73024348                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       45                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       71662626                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  28124                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              3987608                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           6007330                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  27                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            20617570                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.475804                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.340855                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   3070019     14.89%     14.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   1880064      9.12%     24.01% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   2436909     11.82%     35.83% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   3326672     16.14%     51.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   2704945     13.12%     65.08% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   2250572     10.92%     76.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   2609281     12.66%     88.65% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                   1512462      7.34%     95.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    826646      4.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              20617570                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 1565549     90.02%     90.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     90.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     90.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     90.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     90.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     90.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     90.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     90.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     90.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                    0      0.00%     90.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     90.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      0      0.00%     90.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc                   0      0.00%     90.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                  28777      1.65%     91.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                      0      0.00%     91.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                    122      0.01%     91.68% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                  8910      0.51%     92.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMult                     0      0.00%     92.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMultAcc                  0      0.00%     92.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShift                    0      0.00%     92.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShiftAcc                 0      0.00%     92.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdDiv                      0      0.00%     92.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSqrt                     0      0.00%     92.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAdd              1330      0.08%     92.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAlu                 0      0.00%     92.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCmp                 0      0.00%     92.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCvt                 0      0.00%     92.27% # attempts to use FU when none available (Count)
